type_transaction,prix_location,devise_location,prix_vente,description,localisation
,,,11 800 000CFA,Hyundai Santa Fe xl awd 2018,"Abidjan, Côte d'Ivoire"
,,,12 500 000CFA,Hyundai Tucson 2017,"Abidjan, Côte d'Ivoire"
,,,3 300 000CFA,Mazda 6 2001,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 800 000CFA,Toyota Rav4 2018 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,Toyota Yaris 2012,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,676 828,CFA/mois *,13 500 000CFA,Ac Haval H6 2024,"Abidjan, Côte d'Ivoire"
A partir de,151 599,CFA/mois *,1 990 000CFA,Kia Sportage 4x 2024,"Abidjan, Côte d'Ivoire"
A partir de,781 783,CFA/mois *,15 800 000CFA,Kia Sportage 2021,"Abidjan, Côte d'Ivoire"
,,,6 850 000CFA,Mercedes-Benz E 2010,"Cocody, Abidjan, Côte d'Ivoire"
,,,37 000 000CFA,BMW X5 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 146 842,CFA/mois *,23 800 000CFA,Toyota Fortuner 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 384 131,CFA/mois *,29 000 000CFA,Audi Q5 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,5 445 415,CFA/mois *,118 000 000CFA,Mercedes Benz GLE 63S 2022,"Abidjan, Côte d'Ivoire"
,,,9 500 000CFA, BMW X3 2013,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,644 886,CFA/mois *,12 800 000CFA,Kia Stonic 2020,"Abidjan, Côte d'Ivoire"
,,,15 700 000CFA,Mercedes-Benz GLC 250 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Mazda CX-3 2018 ,"Abidjan, Côte d'Ivoire"
A partir de,1 087 520,CFA/mois *,22 500 000CFA,Hyundai Santa Cruz 2022,"Abidjan, Côte d'Ivoire"
A partir de,649 449,CFA/mois *,12 900 000CFA,Hyundai Kona 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 521 028,CFA/mois *,32 000 000CFA,Mitsubishi Montero 2024,"Abidjan, Côte d'Ivoire"
,,,4 700 000CFA,Kia Picanto 2013,"Yopougon, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Hyundai Elantra 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Hyundai Elantra 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Suzuki Vitara 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 000 000CFA,Renault Logan 2010,"Yopougon, Abidjan, Côte d'Ivoire"
,,,34 000 000CFA,Mercedes Benz GLE 450 2017,"Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Mazda CX-5 2016 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Volkswagen Touareg 2006,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 296 779,CFA/mois *,49 000 000CFA,Nissan Patrol 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 800 000CFA,Hyundai Tucson 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 200 000CFA,Honda CR-V3 2008,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Toyota highlander boite auto 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 850 000CFA,Mercedes C 280  4 Matic 2009,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,622 070,CFA/mois *,12 300 000CFA,Hyundai Kona 2020,"Abidjan, Côte d'Ivoire"
A partir de,72 616 313,CFA/mois *,1 590 000 025CFA,Nissan Qashqai 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 900 000CFA,Hyundai Santa Fe 2011,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,644 886,CFA/mois *,12 800 000CFA,Kia Stonic 2020,"Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,Hyundai Elantra 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 850 000CFA,Toyota obama 3 portières boite manuelle,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,829 697,CFA/mois *,16 850 000CFA,Toyota Rav4 2022 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 950 000CFA,Peugeot 406 Phase 2 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 200 000CFA,Peugeot 406 phase 2 2002,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,736 151,CFA/mois *,14 800 000CFA,Kia Sorento importé  2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 800 000CFA,GMC Terrain 2019,"Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Jeep Patriot 2012,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,690 518,CFA/mois *,13 800 000CFA,Hyundai Tucson 2020 ,"Abidjan, Côte d'Ivoire"
,,,11 800 000CFA,Hyundai Tucson 2018,"Yopougon, Abidjan, Côte d'Ivoire"
,,,16 500 000CFA,Toyota hiace 15 places 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,357 402,CFA/mois *,6 500 000CFA,Suzuki Desire 2023 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 500 000CFA,Mazda 3,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 250 000CFA,Mercedes benz GLC  300 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 283 739,CFA/mois *,26 800 000CFA,Mazda CX-5 2023,"Abidjan, Côte d'Ivoire"
A partir de,599 253,CFA/mois *,11 800 000CFA,Suzuki Vitara 2021,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,599 253,CFA/mois *,11 800 000CFA,Nissan Kicks  2022,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 750 000CFA,Toyota Land Cruiser 7places 2003,"Cocody, Abidjan, Côte d'Ivoire"
,,,18 500 000CFA,Mazda CX-09 2019,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Hyundai Elantra 2020 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,Nissan Rogue 2016 full options,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 055 577,CFA/mois *,21 800 000CFA,Toyota Rav4 XSE hybrid 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 850 000CFA,Toyota Rav4 3 portières  2000,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Mercedes-Benz GLA-Class 2012,"Angré, Abidjan, Côte d'Ivoire"
A partir de,279 827,CFA/mois *,4 800 000CFA,Suzuki Ciaz 2023 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,311 769,CFA/mois *,5 500 000CFA,Kia Pégas 2023 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,768 093,CFA/mois *,15 500 000CFA,Kia Seltos 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 350 000CFA,Hyundai Accent GT-Line 2017 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Kia Optima 2013 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 300 000CFA,BMW E-90 boite auto 2006,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Toyota Prado 7 places 2004,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,827 415,CFA/mois *,16 800 000CFA,Mazda CX30 2023,"Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Hyundai Creta 2017 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 500 000CFA,Ford Escape 2015,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Mazda 3 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 850 000CFA,Peugeot 406 phase 2 boite manuelle 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 850 000CFA,Jac Frissons 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Volkswagen Touareg  2006 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,277 545,CFA/mois *,4 750 000CFA,Suzuki Espresso  2022 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 850 000CFA,Renault Duster 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 850 000CFA,Renault duster 2019  ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,BMW X3 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 850 000CFA,Renault duster 2019  ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,920 962,CFA/mois *,18 850 000CFA,Toyota hilux 2020 double cabines,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 055 577,CFA/mois *,21 800 000CFA,Toyota Rav4 Hybride 2021 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 850 000CFA,Renault duster 2019  ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 250 000CFA,Toyota Rav4 phase 3   2007,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,Suzuki Baleno 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Mercedes E-350 - 4 Matic 2010,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 300 000CFA,Hyundai Accent 2017,"Abidjan, Côte d'Ivoire"
,,,8 300 000CFA,Nissan Altima 2018,"Abidjan, Côte d'Ivoire"
,,,1 950 000CFA,Peugeot 406 phase 2 boite manuelle 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 850 000CFA,Hyundai elantra 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,377 936,CFA/mois *,6 950 000CFA,Nissan Sunny 2023 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 850 000CFA,Mitsubishi outlander boite auto 2004,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,918 680,CFA/mois *,18 800 000CFA,Mazda CX-5 Skyactiv 2021,"Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,Suzuki Baleno 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 350 000CFA,BMW e-46 phase 2 boite auto gros écran 2002,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,7 590 137,CFA/mois *,165 000 000CFA,BMW XM 2025,"Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Mazda CX-5 2017,"Abidjan, Côte d'Ivoire"
,,,3 000 000CFA,Chevrolet Cruze 2012,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,Suzuki Baleno 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 850 000CFA,Mercedes c280 - 4 matic boite auto 2008,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 850 000CFA,Volkswagen passat 2011  ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,813 726,CFA/mois *,16 500 000CFA,Toyota C-HR 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Suzuki Vitara 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 300 000CFA,BMW e-90  2006 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,419 005,CFA/mois *,7 850 000CFA,Suzuki vitara 2021 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,9 800 000CFA,Suzuki Vitara 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 900 000CFA,Mitsubishi Outlander 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 850 000CFA,Hyundai Santa Fé 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 750 000CFA,Ford Focus  2003,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 146 842,CFA/mois *,23 800 000CFA,Toyota Fortuner 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,695 081,CFA/mois *,13 900 000CFA,Hyundai Tucson 2020,"Abidjan, Côte d'Ivoire"
A partir de,469 201,CFA/mois *,8 950 000CFA,Toyota belta 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,831 979,CFA/mois *,16 900 000CFA,Hyundai Elantra 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 950 000CFA,Peugeot 406 phase 2 boite 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Hyundai Elantra 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Fiat full back dc 4x4 glx,"Marcory, Abidjan, Côte d'Ivoire"
A partir de,1 977 352,CFA/mois *,42 000 000CFA,Toyota Fortuner 2024,"Abidjan, Côte d'Ivoire"
,,,25 500 000CFA,Nissan Patrol 2018,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 800 000CFA,2 Toyota Corolla 2011 et 2008,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 800 000CFA,2 Toyota Corolla 2011 et 2008 boite manuelle,"Cocody, Abidjan, Côte d'Ivoire"
,,,11 500 000CFA,Renault Koleos 2019,"Marcory, Abidjan, Côte d'Ivoire"
,,,10 400 000CFA,Kia Sorento 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 800 000CFA,Kia Sorento 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 342 411,CFA/mois *,50 000 000CFA,Rover Range Rover autobiography 2020,"Abidjan, Côte d'Ivoire"
,,,25 000 000CFA,BMW Série 7 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,17 900 000CFA,Toyota Fortuner 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 800 000CFA,Suzuki Baleno 2019 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 350 000CFA,Kia Optima 2013 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,996 255,CFA/mois *,20 500 000CFA,Audi  A5 2023,"Abidjan, Côte d'Ivoire"
A partir de,348 275,CFA/mois *,6 300 000CFA,Suzuki Dzire 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,676 828,CFA/mois *,13 500 000CFA,Kia Sportage 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 331 653,CFA/mois *,27 850 000CFA,Hyundai santa fé 2023 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 794 822,CFA/mois *,38 000 000CFA,Chevrolet Silverado 2020,"Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,Kia Optima 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 091 433,CFA/mois *,44 500 000CFA,Jeep Wrangler 2021 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,14 300 000CFA,Hyundai Tucson 2019,"Abidjan, Côte d'Ivoire"
A partir de,859 358,CFA/mois *,17 500 000CFA,Hyundai Tucson Htrac 2020,"Abidjan, Côte d'Ivoire"
,,,45 000 000CFA,Mercedes Benz Brabus  2016,"Angré, Abidjan, Côte d'Ivoire"
A partir de,2 798 735,CFA/mois *,60 000 000CFA,Toyota Land Cruiser 2023,"Abidjan, Côte d'Ivoire"
A partir de,1 562 097,CFA/mois *,32 900 000CFA,Mitsubishi Montero 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,768 093,CFA/mois *,15 500 000CFA,Peugeot Landtrek 2023,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 110 336,CFA/mois *,23 000 000CFA,Honda CR-V 2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,17 500 000CFA,BMW X3 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 300 000CFA,Mazda CX-9 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,Dongfeng Rich 6 2024,"Angré, Abidjan, Côte d'Ivoire"
,,,8 500 000CFA,Hyundai Sonata Sport full options  2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,466 919,CFA/mois *,8 900 000CFA,Toyota Starlet 2023,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,507 989,CFA/mois *,9 800 000CFA,KIA Forte 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 886 087,CFA/mois *,40 000 000CFA,Ford Ranger Wiltrack 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,24 900 000CFA,Land Rover Range rover 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 850 000CFA,Toyota Rav4 2007,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,Hyundai Elantra 2012,"Cocody, Abidjan, Côte d'Ivoire"
,,,25 000 000CFA,Toyota Land Cruiser 2017,"Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Hyundai Elantra 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,BMW X3 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,5 445 415,CFA/mois *,118 000 000CFA,Mercedes-benz GL-class 2022,"Angré, Abidjan, Côte d'Ivoire"
,,,2 500 000CFA,Renault Sandero 2015,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,425 850,CFA/mois *,8 000 000CFA,Nissan Kickis 2020,"Abidjan, Côte d'Ivoire"
A partir de,631 196,CFA/mois *,12 500 000CFA,Hyundai Tucson 2020 ,"Abidjan, Côte d'Ivoire"
,,,4 850 000CFA,Volkswagen passat 2011  ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 950 000CFA,Toyota obama 3 portières 2003,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 060 141,CFA/mois *,21 900 000CFA,Mitsubishi Pajero 2020,"Abidjan, Côte d'Ivoire"
,,,3 850 000CFA,Peugeot 308 full options 2014,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 850 000CFA,Peugeot 308 full options 2014 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 300 000CFA,Mazda 323 2001,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 657 925,CFA/mois *,35 000 000CFA,BMW X3 2023 2023,"Abidjan, Côte d'Ivoire"
A partir de,4 715 296,CFA/mois *,102 000 000CFA,Mercedes-Benz GE 63S amg 2022,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 329 372,CFA/mois *,27 800 000CFA,Toyota Hilux 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 900 000CFA,Ford Focus 2016,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Hyundai Tucson 2015 ,"Abidjan, Côte d'Ivoire"
A partir de,193 125,CFA/mois *,2 900 000CFA,Suzuki Espresso 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Toyota Land Cruiser Prado txl 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 835 891,CFA/mois *,38 900 000CFA,Land Rover Range Rover sport 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,29 000 000CFA,Mercedes-benz gl-class 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,2 570 573,CFA/mois *,55 000 000CFA,Hyundai Genesis 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,10 500 000CFA,Renault Kadjar 2017,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,606 098,CFA/mois *,11 950 000CFA,Mazda bt-50  2021,"Cocody, Abidjan, Côte d'Ivoire"
,,,12 300 000CFA,Hyundai Santa fe 2018,"Abobo, Abidjan, Côte d'Ivoire"
A partir de,973 439,CFA/mois *,20 000 000CFA,Kia Sportage 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 800 000CFA,Mercedes Benz 2010,"Abobo, Abidjan, Côte d'Ivoire"
A partir de,553 621,CFA/mois *,10 800 000CFA,Hyundai i30 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,1 850 000CFA,Peugeot 406 phase 2 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,20 500 000CFA,Jaguar f-type 2018,"Abidjan, Côte d'Ivoire"
A partir de,777 220,CFA/mois *,15 700 000CFA,Hyundai Tucson 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 000 000CFA,Toyota Chaser 2018,"Angré, Abidjan, Côte d'Ivoire"
A partir de,2 242 020,CFA/mois *,47 800 000CFA,Toyota Land Cruiser VXR  2021,"Abidjan, Côte d'Ivoire"
A partir de,644 886,CFA/mois *,12 800 000CFA,Hyundai Tucson 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,Toyota Rav4 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,15 000 000CFA,Land Rover Range Rover sport 2018,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,3 574 486,CFA/mois *,77 000 000CFA,Toyota Land Cruiser 2023,"Abidjan, Côte d'Ivoire"
,,,3 300 000CFA,Suzuki Grand Vitara 2002,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 238 107,CFA/mois *,25 800 000CFA,Honda CR-V 5 black edition  2021,"Abidjan, Côte d'Ivoire"
A partir de,827 415,CFA/mois *,16 800 000CFA,Mazda CX-5 grand touring 2020,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,877 611,CFA/mois *,17 900 000CFA,Kia Sorento XLS  2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 200 000CFA,Peugeot 406 2002,"Cocody, Abidjan, Côte d'Ivoire"
,,,21 000 000CFA,Land Rover Range Rover Sport 2017,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,494 299,CFA/mois *,9 500 000CFA,Toyota Starlet 2022,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Hyundai Elantra GT 2016,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,348 275,CFA/mois *,6 300 000CFA,Suzuki Super Carry  2020,"Yopougon, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Hyundai Elantra 2012,"Yopougon, Abidjan, Côte d'Ivoire"
,,,8 900 000CFA,Ford escape 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 110 336,CFA/mois *,23 000 000CFA,Toyota Rav4 2021,"Abidjan, Côte d'Ivoire"
,,,6 900 000CFA,Hyundai Grandeur 2017,"Abidjan, Côte d'Ivoire"
A partir de,2 570 573,CFA/mois *,55 000 000CFA,Tesla Y 2023,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 950 000CFA,Hyundai Elantra 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 650 000CFA,Kia Optima 2013,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 886 087,CFA/mois *,40 000 000CFA,Mercedes benz glc 43 année 2020,"Abidjan, Côte d'Ivoire"
,,,31 000 000CFA,Hyundai Genesis EQ900 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 055 577,CFA/mois *,21 800 000CFA,Nissan Qashqai 2024,"Abidjan, Côte d'Ivoire"
A partir de,5 993 003,CFA/mois *,130 000 000CFA,Land Rover Range Rover sport HSE  2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 850 000CFA,Volkswagen Passat 2012 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,7 590 137,CFA/mois *,165 000 000CFA,Land Rover Range Rover sport first édition  2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,5 536 679,CFA/mois *,120 000 000CFA,Infiniti Sensory QX80 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,462 356,CFA/mois *,8 800 000CFA,Suzuki Vitara 2021,"Abidjan, Côte d'Ivoire"
,,,8 500 000CFA,Ford Ecosport 2019,"Abobo, Abidjan, Côte d'Ivoire"
A partir de,2 205 514,CFA/mois *,47 000 000CFA,Nissan Patrol 2020,"Abidjan, Côte d'Ivoire"
A partir de,507 989,CFA/mois *,9 800 000CFA,Geely CK 2021,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,786 346,CFA/mois *,15 900 000CFA,Hyundai Tucson 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 900 000CFA,Kia Sportage 2016 ,"Yopougon, Abidjan, Côte d'Ivoire"
,,,9 900 000CFA,Toyota Hilux 2010,"Yopougon, Abidjan, Côte d'Ivoire"
,,,12 500 000CFA,Hyundai Tucson 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 200 000CFA,Mitsubishi Eclipse 2019,"Abidjan, Côte d'Ivoire"
,,,9 500 000CFA,Hyundai Tucson 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 800 000CFA,Ford Escape 2016 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Volkswagen Touareg  2006,"Cocody, Abidjan, Côte d'Ivoire"
,,,5 850 000CFA,Volkswagen Touareg 2006,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 000 000CFA,Ford Fusion 2005,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,859 358,CFA/mois *,17 500 000CFA,Mazda CX-05 2020,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 566 660,CFA/mois *,33 000 000CFA,Mercedes-benz E63s AMG 2020,"Cocody, Abidjan, Côte d'Ivoire"
,,,30 000 000CFA,Mercedes-benz GLS 550 2018,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Toyota Rav4 2001,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,Mercedes-benz C300 2017,"Abidjan, Côte d'Ivoire"
A partir de,827 415,CFA/mois *,16 800 000CFA,Nissan Qashqai 2020,"Abidjan, Côte d'Ivoire"
A partir de,1 064 704,CFA/mois *,22 000 000CFA,Nissan Qashqai 2024,"Abidjan, Côte d'Ivoire"
A partir de,7 590 137,CFA/mois *,165 000 000CFA, Range Rover Vogue 2024,"Abidjan, Côte d'Ivoire"
,,,16 500 000CFA,Toyota Lite ace 2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 270 050,CFA/mois *,26 500 000CFA,BMW X3 2021,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,927 807,CFA/mois *,19 000 000CFA,Dongfeng Rich 7 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,7 000 000CFA,Renault Oroch 2018 ,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,973 439,CFA/mois *,20 000 000CFA,Dongfeng Rich 6 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,8 800 000CFA,Ford Ecosport 2019,"Abobo, Abidjan, Côte d'Ivoire"
A partir de,1 019 071,CFA/mois *,21 000 000CFA,DongFeng Rich 7 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,6 500 000CFA,Hyundai Tucson 2012 ,"Yopougon, Abidjan, Côte d'Ivoire"
A partir de,1 178 785,CFA/mois *,24 500 000CFA,Ford territory 2024,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,1 178 785,CFA/mois *,24 500 000CFA,Ford territory 2024,"Cocody, Abidjan, Côte d'Ivoire"
,,,13 800 000CFA,Peugeot 3008 gt-line  2019,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,781 783,CFA/mois *,15 800 000CFA,Hyundai Tucson 2020,"Angré, Abidjan, Côte d'Ivoire"
,,,8 000 000CFA,Kia Optima 2014 ,"Cocody, Abidjan, Côte d'Ivoire"
,,,3 630 000CFA,Mercedes-benz C200  2002,"Yopougon, Abidjan, Côte d'Ivoire"
,,,13 500 000CFA,Kia Sportage 2019,"Cocody, Abidjan, Côte d'Ivoire"
,,,4 500 000CFA,Hyundai i20 2017,"Cocody, Abidjan, Côte d'Ivoire"
,,,2 800 000CFA,Honda Civic 2005,"Cocody, Abidjan, Côte d'Ivoire"
A partir de,517 115,CFA/mois *,10 000 000CFA,Mazda CX-05 2020,"Koumassi, Abidjan, Côte d'Ivoire"
